customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_total,rfm_segment
CUST_003999,12,9,8152.1900000000005,5,3,4,12,Loyal Customers
CUST_004000,93,7,11220.02,2,2,5,9,At Risk
CUST_004001,17,9,8194.74,4,3,4,11,Loyal Customers
CUST_004002,8,6,3743.05,5,1,1,7,New Customers
CUST_004003,21,12,12625.17,4,5,5,14,Champions
CUST_004004,33,6,4420.31,3,1,2,6,Promising
CUST_004005,17,7,6074.76,4,2,3,9,Potential Loyalists
CUST_004006,122,7,5765.91,1,2,2,5,Lost
CUST_004007,4,17,9050.68,5,5,4,14,Champions
CUST_004008,202,3,1105.48,1,1,1,3,Lost
CUST_004009,45,8,4406.88,3,3,2,8,Need Attention
CUST_004010,64,6,7709.16,2,1,4,7,Cannot Lose Them
CUST_004011,34,12,9063.67,3,5,4,12,Loyal Customers
CUST_004012,91,8,6230.99,2,3,3,8,Cannot Lose Them
CUST_004013,37,8,6588.79,3,3,3,9,Need Attention
CUST_004014,28,7,15187.53,4,2,5,11,Loyal Customers
CUST_004015,0,8,5658.66,5,3,2,10,Loyal Customers
CUST_004016,2,9,8202.94,5,3,4,12,Loyal Customers
CUST_004017,35,8,6141.82,3,3,3,9,Need Attention
CUST_004018,50,3,2485.3199999999997,3,1,1,5,Promising
CUST_004019,45,15,22043.4,3,5,5,13,Champions
CUST_004020,24,10,9656.99,4,4,4,12,Loyal Customers
CUST_004021,161,11,14662.6,1,4,5,10,At Risk
CUST_004022,36,7,8035.95,3,2,4,9,Promising
CUST_004023,17,12,5960.35,4,5,3,12,Loyal Customers
CUST_004024,16,10,6401.96,4,4,3,11,Loyal Customers
CUST_004025,44,13,11290.52,3,5,5,13,Champions
CUST_004026,64,8,7475.5599999999995,2,3,3,8,Cannot Lose Them
CUST_004027,6,11,11972.04,5,4,5,14,Champions
CUST_004028,52,9,7003.02,3,3,3,9,Need Attention
CUST_004029,13,8,7923.15,5,3,4,12,Loyal Customers
CUST_004030,39,8,8549.93,3,3,4,10,Loyal Customers
CUST_004031,80,7,3076.12,2,2,1,5,Lost
CUST_004032,103,8,4015.26,1,3,2,6,Lost
CUST_004033,20,8,11624.119999999999,4,3,5,12,Loyal Customers
CUST_004034,80,8,11871.59,2,3,5,10,At Risk
CUST_004035,96,6,4612.07,1,1,2,4,Lost
CUST_004036,11,9,3305.7599999999998,5,3,1,9,Potential Loyalists
CUST_004037,89,9,10592.82,2,3,5,10,At Risk
CUST_004038,30,10,8038.320000000001,4,4,4,12,Loyal Customers
CUST_004039,110,7,1191.16,1,2,1,4,Lost
CUST_004040,101,9,6551.2,1,3,3,7,Cannot Lose Them
CUST_004041,24,7,8747.349999999999,4,2,4,10,Loyal Customers
CUST_004042,46,8,4280.98,3,3,2,8,Need Attention
CUST_004043,48,7,6064.7300000000005,3,2,3,8,Promising
CUST_004044,10,9,14513.119999999999,5,3,5,13,Champions
CUST_004045,17,11,7291.6900000000005,4,4,3,11,Loyal Customers
CUST_004046,136,5,5213.01,1,1,2,4,Lost
CUST_004047,49,11,5341.8,3,4,2,9,Need Attention
CUST_004048,137,6,2079.83,1,1,1,3,Lost
CUST_004049,81,5,6906.43,2,1,3,6,Lost
CUST_004050,55,12,8491.45,2,5,4,11,At Risk
CUST_004051,84,4,5053.53,2,1,2,5,Lost
CUST_004052,44,10,13928.76,3,4,5,12,Loyal Customers
CUST_004053,1,11,5370.72,5,4,2,11,Loyal Customers
CUST_004054,44,5,6014.45,3,1,3,7,Promising
CUST_004055,113,2,2528.87,1,1,1,3,Lost
CUST_004056,82,5,2300.33,2,1,1,4,Lost
CUST_004057,97,6,4640.31,1,1,2,4,Lost
CUST_004058,20,9,3226.49,4,3,1,8,Need Attention
CUST_004059,67,11,7692.78,2,4,4,10,At Risk
CUST_004060,52,10,6159.81,3,4,3,10,Loyal Customers
CUST_004061,134,7,2170.5,1,2,1,4,Lost
CUST_004062,0,9,4136.87,5,3,2,10,Loyal Customers
CUST_004063,5,14,11760.85,5,5,5,15,Champions
CUST_004064,40,10,11016.56,3,4,5,12,Loyal Customers
CUST_004065,67,8,9558.07,2,3,4,9,At Risk
CUST_004066,109,6,2490.2,1,1,1,3,Lost
CUST_004067,17,12,16702.73,4,5,5,14,Champions
CUST_004068,76,5,7894.95,2,1,4,7,Cannot Lose Them
CUST_004069,40,10,8397.97,3,4,4,11,Loyal Customers
CUST_004070,5,13,16803.37,5,5,5,15,Champions
CUST_004071,26,5,4237.05,4,1,2,7,Promising
CUST_004072,23,6,7141.360000000001,4,1,3,8,Promising
CUST_004073,79,5,2075.34,2,1,1,4,Lost
CUST_004074,10,9,7879.46,5,3,4,12,Loyal Customers
CUST_004075,33,5,3572.85,3,1,1,5,Promising
CUST_004076,111,7,2948.19,1,2,1,4,Lost
CUST_004077,2,9,8246.76,5,3,4,12,Loyal Customers
CUST_004078,100,7,4205.07,1,2,2,5,Lost
CUST_004079,80,13,9654.74,2,5,4,11,At Risk
CUST_004080,31,8,1398.6799999999998,3,3,1,7,Need Attention
CUST_004081,12,13,12539.0,5,5,5,15,Champions
CUST_004082,241,6,2697.21,1,1,1,3,Lost
CUST_004083,68,8,4722.8,2,3,2,7,Cannot Lose Them
CUST_004084,87,9,8299.95,2,3,4,9,At Risk
CUST_004085,79,8,8812.84,2,3,4,9,At Risk
CUST_004086,263,4,5671.44,1,1,2,4,Lost
CUST_004087,0,11,9242.3,5,4,4,13,Champions
CUST_004088,140,8,9420.3,1,3,4,8,Cannot Lose Them
CUST_004089,12,6,1518.66,5,1,1,7,New Customers
CUST_004090,11,9,6104.44,5,3,3,11,Loyal Customers
CUST_004091,13,4,7098.9,5,1,3,9,Potential Loyalists
CUST_004092,8,11,7255.84,5,4,3,12,Loyal Customers
CUST_004093,21,9,2623.9,4,3,1,8,Need Attention
CUST_004094,48,11,13256.59,3,4,5,12,Loyal Customers
CUST_004095,481,3,3259.77,1,1,1,3,Lost
CUST_004096,225,6,5502.83,1,1,2,4,Lost
CUST_004097,78,11,7537.32,2,4,3,9,At Risk
CUST_004098,13,6,3860.4100000000003,5,1,1,7,New Customers
CUST_004099,14,15,13555.0,4,5,5,14,Champions
CUST_004100,14,16,11907.17,4,5,5,14,Champions
CUST_004101,50,7,4951.17,3,2,2,7,Promising
CUST_004102,46,10,7600.09,3,4,3,10,Loyal Customers
CUST_004103,6,12,9854.42,5,5,4,14,Champions
CUST_004104,11,5,5806.41,5,1,2,8,Promising
CUST_004105,2,7,6129.58,5,2,3,10,Loyal Customers
CUST_004106,17,10,8230.13,4,4,4,12,Loyal Customers
CUST_004107,15,7,4388.61,4,2,2,8,Promising
CUST_004108,17,9,5259.110000000001,4,3,2,9,Potential Loyalists
CUST_004109,101,6,11412.699999999999,1,1,5,7,Cannot Lose Them
CUST_004110,23,9,11643.26,4,3,5,12,Loyal Customers
CUST_004111,5,6,5887.45,5,1,3,9,Potential Loyalists
CUST_004112,8,8,5834.2,5,3,2,10,Loyal Customers
CUST_004113,36,9,6565.09,3,3,3,9,Need Attention
CUST_004114,58,8,4235.5599999999995,2,3,2,7,Cannot Lose Them
CUST_004115,2,11,11905.01,5,4,5,14,Champions
CUST_004116,5,10,11409.36,5,4,5,14,Champions
CUST_004117,75,9,11059.3,2,3,5,10,At Risk
CUST_004118,75,8,2492.2599999999998,2,3,1,6,Lost
CUST_004119,61,12,9296.79,2,5,4,11,At Risk
CUST_004120,75,7,5913.45,2,2,3,7,Cannot Lose Them
CUST_004121,118,3,1269.7,1,1,1,3,Lost
CUST_004122,44,6,1794.28,3,1,1,5,Promising
CUST_004123,19,11,7230.92,4,4,3,11,Loyal Customers
CUST_004124,8,7,7289.11,5,2,3,10,Loyal Customers
CUST_004125,114,13,8071.889999999999,1,5,4,10,At Risk
CUST_004126,325,1,1304.09,1,1,1,3,Lost
CUST_004127,93,10,4616.47,2,4,2,8,Cannot Lose Them
CUST_004128,196,3,396.08,1,1,1,3,Lost
CUST_004129,144,7,3487.3999999999996,1,2,1,4,Lost
CUST_004130,25,11,12197.12,4,4,5,13,Champions
CUST_004131,515,3,3352.56,1,1,1,3,Lost
CUST_004132,7,5,931.99,5,1,1,7,New Customers
CUST_004133,16,4,2430.55,4,1,1,6,Promising
CUST_004134,58,6,3745.73,2,1,1,4,Lost
CUST_004135,83,8,5361.400000000001,2,3,2,7,Cannot Lose Them
CUST_004136,0,13,11258.89,5,5,5,15,Champions
CUST_004137,2,8,4013.34,5,3,2,10,Loyal Customers
CUST_004138,71,10,7341.38,2,4,3,9,At Risk
CUST_004139,3,8,8591.460000000001,5,3,4,12,Loyal Customers
CUST_004140,173,7,2803.4500000000003,1,2,1,4,Lost
CUST_004141,92,7,13024.91,2,2,5,9,At Risk
CUST_004142,8,9,13232.699999999999,5,3,5,13,Champions
CUST_004143,40,8,10235.55,3,3,5,11,Loyal Customers
CUST_004144,54,8,10647.84,2,3,5,10,At Risk
CUST_004145,38,15,11300.470000000001,3,5,5,13,Champions
CUST_004146,84,9,8373.96,2,3,4,9,At Risk
CUST_004147,38,6,1697.52,3,1,1,5,Promising
CUST_004148,158,7,6672.51,1,2,3,6,Lost
CUST_004149,68,8,5551.74,2,3,2,7,Cannot Lose Them
CUST_004150,15,11,12700.99,4,4,5,13,Champions
CUST_004151,171,6,3598.05,1,1,1,3,Lost
CUST_004152,37,10,10375.61,3,4,5,12,Loyal Customers
CUST_004153,83,9,10649.1,2,3,5,10,At Risk
CUST_004154,148,8,2951.31,1,3,1,5,Lost
CUST_004155,102,12,8001.68,1,5,4,10,At Risk
CUST_004156,2,12,16347.89,5,5,5,15,Champions
CUST_004157,12,13,7008.09,5,5,3,13,Champions
CUST_004158,57,10,7049.99,2,4,3,9,At Risk
CUST_004159,53,11,10051.16,3,4,4,11,Loyal Customers
CUST_004160,153,5,7137.98,1,1,3,5,Lost
CUST_004161,58,5,3246.23,2,1,1,4,Lost
CUST_004162,70,5,1238.53,2,1,1,4,Lost
CUST_004163,117,10,9488.710000000001,1,4,4,9,At Risk
CUST_004164,92,6,4020.1200000000003,2,1,2,5,Lost
CUST_004165,9,11,9405.23,5,4,4,13,Champions
CUST_004166,26,12,6798.3,4,5,3,12,Loyal Customers
CUST_004167,134,8,9221.039999999999,1,3,4,8,Cannot Lose Them
CUST_004168,71,4,4079.42,2,1,2,5,Lost
CUST_004169,18,7,4630.41,4,2,2,8,Promising
CUST_004170,186,5,7044.860000000001,1,1,3,5,Lost
CUST_004171,123,10,8576.539999999999,1,4,4,9,At Risk
CUST_004172,9,13,14128.85,5,5,5,15,Champions
CUST_004173,13,9,9029.26,5,3,4,12,Loyal Customers
CUST_004174,89,7,5409.139999999999,2,2,2,6,Lost
CUST_004175,10,7,7910.26,5,2,4,11,Loyal Customers
CUST_004176,208,6,5141.47,1,1,2,4,Lost
CUST_004177,133,7,6904.25,1,2,3,6,Lost
CUST_004178,65,5,2081.8,2,1,1,4,Lost
CUST_004179,91,11,8914.6,2,4,4,10,At Risk
CUST_004180,82,12,5645.79,2,5,2,9,At Risk
CUST_004181,18,11,7227.53,4,4,3,11,Loyal Customers
CUST_004182,40,7,5419.69,3,2,2,7,Promising
CUST_004183,26,4,2808.62,4,1,1,6,Promising
CUST_004184,81,13,7500.4800000000005,2,5,3,10,At Risk
CUST_004185,20,8,6388.88,4,3,3,10,Loyal Customers
CUST_004186,18,9,9067.630000000001,4,3,4,11,Loyal Customers
CUST_004187,324,5,4904.58,1,1,2,4,Lost
CUST_004188,39,15,9008.130000000001,3,5,4,12,Loyal Customers
CUST_004189,75,7,5764.65,2,2,2,6,Lost
CUST_004190,81,6,7122.33,2,1,3,6,Lost
CUST_004191,11,4,1765.35,5,1,1,7,New Customers
CUST_004192,52,4,2714.87,3,1,1,5,Promising
CUST_004193,61,9,8130.74,2,3,4,9,At Risk
CUST_004194,104,9,6910.25,1,3,3,7,Cannot Lose Them
CUST_004195,92,9,6601.3099999999995,2,3,3,8,Cannot Lose Them
CUST_004196,88,10,10107.140000000001,2,4,5,11,At Risk
CUST_004197,37,10,6672.63,3,4,3,10,Loyal Customers
CUST_004198,65,7,9215.38,2,2,4,8,Cannot Lose Them
CUST_004199,30,7,8851.14,4,2,4,10,Loyal Customers
CUST_004200,59,12,8890.74,2,5,4,11,At Risk
CUST_004201,109,4,2362.95,1,1,1,3,Lost
CUST_004202,39,7,9953.78,3,2,4,9,Promising
CUST_004203,108,16,15680.04,1,5,5,11,At Risk
CUST_004204,31,7,4900.99,3,2,2,7,Promising
CUST_004205,14,6,4371.29,4,1,2,7,Promising
CUST_004206,43,10,2775.07,3,4,1,8,Need Attention
CUST_004207,37,8,7557.049999999999,3,3,3,9,Need Attention
CUST_004208,5,7,3307.57,5,2,1,8,Promising
CUST_004209,75,7,6890.320000000001,2,2,3,7,Cannot Lose Them
CUST_004210,475,4,4505.71,1,1,2,4,Lost
CUST_004211,24,14,5838.74,4,5,2,11,Loyal Customers
CUST_004212,270,6,6058.7,1,1,3,5,Lost
CUST_004213,7,13,8800.32,5,5,4,14,Champions
CUST_004214,287,3,3775.83,1,1,1,3,Lost
CUST_004215,36,9,8852.68,3,3,4,10,Loyal Customers
CUST_004216,28,13,11843.27,4,5,5,14,Champions
CUST_004217,18,15,9875.800000000001,4,5,4,13,Champions
CUST_004218,68,7,12751.449999999999,2,2,5,9,At Risk
CUST_004219,25,13,11490.0,4,5,5,14,Champions
CUST_004220,32,5,6602.43,3,1,3,7,Promising
CUST_004221,86,10,5948.33,2,4,3,9,At Risk
CUST_004222,54,11,4827.15,2,4,2,8,Cannot Lose Them
CUST_004223,3,10,4150.64,5,4,2,11,Loyal Customers
CUST_004224,1,10,17626.03,5,4,5,14,Champions
CUST_004225,7,8,7399.64,5,3,3,11,Loyal Customers
CUST_004226,44,11,10673.85,3,4,5,12,Loyal Customers
CUST_004227,10,8,5687.72,5,3,2,10,Loyal Customers
CUST_004228,100,13,6572.17,1,5,3,9,At Risk
CUST_004229,25,6,9274.06,4,1,4,9,Potential Loyalists
CUST_004230,72,12,8249.88,2,5,4,11,At Risk
CUST_004231,39,11,11331.88,3,4,5,12,Loyal Customers
CUST_004232,90,6,5611.8,2,1,2,5,Lost
CUST_004233,20,9,8014.9400000000005,4,3,4,11,Loyal Customers
CUST_004234,23,9,9173.28,4,3,4,11,Loyal Customers
CUST_004235,74,10,9436.26,2,4,4,10,At Risk
CUST_004236,111,8,5630.6900000000005,1,3,2,6,Lost
CUST_004237,56,11,5899.62,2,4,3,9,At Risk
CUST_004238,122,9,4831.69,1,3,2,6,Lost
CUST_004239,132,14,13413.64,1,5,5,11,At Risk
CUST_004240,1,6,7660.929999999999,5,1,3,9,Potential Loyalists
CUST_004241,51,7,7322.679999999999,3,2,3,8,Promising
CUST_004242,17,8,7846.780000000001,4,3,4,11,Loyal Customers
CUST_004243,232,7,4716.62,1,2,2,5,Lost
CUST_004244,132,7,2793.09,1,2,1,4,Lost
CUST_004245,47,8,12887.42,3,3,5,11,Loyal Customers
CUST_004246,50,11,5899.85,3,4,3,10,Loyal Customers
CUST_004247,106,11,4964.99,1,4,2,7,Cannot Lose Them
CUST_004248,27,11,7098.03,4,4,3,11,Loyal Customers
CUST_004249,31,11,9961.87,3,4,4,11,Loyal Customers
CUST_004250,37,4,4551.6900000000005,3,1,2,6,Promising
CUST_004251,39,9,6040.0599999999995,3,3,3,9,Need Attention
CUST_004252,21,8,5244.46,4,3,2,9,Potential Loyalists
CUST_004253,145,10,10593.25,1,4,5,10,At Risk
CUST_004254,94,4,1141.89,2,1,1,4,Lost
CUST_004255,11,7,2937.16,5,2,1,8,Promising
CUST_004256,52,8,5520.91,3,3,2,8,Need Attention
CUST_004257,46,9,11524.73,3,3,5,11,Loyal Customers
CUST_004258,7,10,8975.43,5,4,4,13,Champions
CUST_004259,162,10,7180.81,1,4,3,8,Cannot Lose Them
CUST_004260,34,8,5596.2699999999995,3,3,2,8,Need Attention
CUST_004261,11,4,3317.46,5,1,1,7,New Customers
CUST_004262,5,7,10235.48,5,2,5,12,Loyal Customers
CUST_004263,55,6,3425.52,2,1,1,4,Lost
CUST_004264,28,8,5085.11,4,3,2,9,Potential Loyalists
CUST_004265,22,12,10535.41,4,5,5,14,Champions
CUST_004266,43,9,10795.92,3,3,5,11,Loyal Customers
CUST_004267,44,8,5183.92,3,3,2,8,Need Attention
CUST_004268,23,10,4753.55,4,4,2,10,Loyal Customers
CUST_004269,48,13,8962.98,3,5,4,12,Loyal Customers
CUST_004270,92,8,3637.6,2,3,1,6,Lost
CUST_004271,48,11,5596.01,3,4,2,9,Need Attention
CUST_004272,119,12,13434.4,1,5,5,11,At Risk
CUST_004273,49,9,7336.73,3,3,3,9,Need Attention
CUST_004274,6,9,1845.45,5,3,1,9,Potential Loyalists
CUST_004275,4,13,13625.98,5,5,5,15,Champions
CUST_004276,31,4,4384.76,3,1,2,6,Promising
CUST_004277,28,10,5805.7699999999995,4,4,2,10,Loyal Customers
CUST_004278,12,13,9870.91,5,5,4,14,Champions
CUST_004279,14,16,11891.65,4,5,5,14,Champions
CUST_004280,96,12,8772.86,1,5,4,10,At Risk
CUST_004281,10,11,6713.28,5,4,3,12,Loyal Customers
CUST_004282,95,8,4026.9300000000003,1,3,2,6,Lost
CUST_004283,45,12,12233.19,3,5,5,13,Champions
CUST_004284,14,8,6563.2300000000005,4,3,3,10,Loyal Customers
CUST_004285,33,9,12351.18,3,3,5,11,Loyal Customers
CUST_004286,61,7,6512.9400000000005,2,2,3,7,Cannot Lose Them
CUST_004287,119,4,4975.65,1,1,2,4,Lost
CUST_004288,2,4,1366.63,5,1,1,7,New Customers
CUST_004289,81,11,13148.91,2,4,5,11,At Risk
CUST_004290,69,6,1518.19,2,1,1,4,Lost
CUST_004291,22,9,7647.98,4,3,3,10,Loyal Customers
CUST_004292,32,8,3450.88,3,3,1,7,Need Attention
CUST_004293,15,11,15630.1,4,4,5,13,Champions
CUST_004294,7,7,5370.81,5,2,2,9,Potential Loyalists
CUST_004295,112,7,5592.59,1,2,2,5,Lost
CUST_004296,36,14,15202.380000000001,3,5,5,13,Champions
CUST_004297,13,7,2413.02,5,2,1,8,Promising
CUST_004298,85,4,2402.28,2,1,1,4,Lost
CUST_004299,0,6,10854.369999999999,5,1,5,11,Loyal Customers
CUST_004300,72,8,6998.639999999999,2,3,3,8,Cannot Lose Them
CUST_004301,16,11,7290.63,4,4,3,11,Loyal Customers
CUST_004302,117,6,4553.530000000001,1,1,2,4,Lost
CUST_004303,18,3,3636.14,4,1,1,6,Promising
CUST_004304,103,8,3934.75,1,3,1,5,Lost
CUST_004305,21,10,7518.150000000001,4,4,3,11,Loyal Customers
CUST_004306,75,11,8764.72,2,4,4,10,At Risk
CUST_004307,11,8,4601.4,5,3,2,10,Loyal Customers
CUST_004308,35,10,10520.99,3,4,5,12,Loyal Customers
CUST_004309,18,11,5657.4,4,4,2,10,Loyal Customers
CUST_004310,42,8,11187.529999999999,3,3,5,11,Loyal Customers
CUST_004311,152,9,4073.2599999999998,1,3,2,6,Lost
CUST_004312,7,10,5806.85,5,4,2,11,Loyal Customers
CUST_004313,43,10,8791.99,3,4,4,11,Loyal Customers
CUST_004314,11,9,5410.24,5,3,2,10,Loyal Customers
CUST_004315,10,12,5582.32,5,5,2,12,Loyal Customers
CUST_004316,33,9,3125.13,3,3,1,7,Need Attention
CUST_004317,175,4,6642.25,1,1,3,5,Lost
CUST_004318,49,10,5412.61,3,4,2,9,Need Attention
CUST_004319,14,9,12778.44,4,3,5,12,Loyal Customers
CUST_004320,45,4,1618.09,3,1,1,5,Promising
CUST_004321,68,9,11781.63,2,3,5,10,At Risk
CUST_004322,18,3,732.36,4,1,1,6,Promising
CUST_004323,15,8,7258.950000000001,4,3,3,10,Loyal Customers
CUST_004324,15,8,10618.02,4,3,5,12,Loyal Customers
CUST_004325,5,12,12705.78,5,5,5,15,Champions
CUST_004326,28,11,11646.47,4,4,5,13,Champions
CUST_004327,3,10,8398.53,5,4,4,13,Champions
CUST_004328,88,11,12071.8,2,4,5,11,At Risk
CUST_004329,8,10,10232.1,5,4,5,14,Champions
CUST_004330,22,8,8128.65,4,3,4,11,Loyal Customers
CUST_004331,2,14,11433.16,5,5,5,15,Champions
CUST_004332,18,10,8072.51,4,4,4,12,Loyal Customers
CUST_004333,18,7,1725.51,4,2,1,7,Promising
CUST_004334,40,9,4591.36,3,3,2,8,Need Attention
CUST_004335,75,8,9515.86,2,3,4,9,At Risk
CUST_004336,111,9,5052.35,1,3,2,6,Lost
CUST_004337,45,11,9680.16,3,4,4,11,Loyal Customers
CUST_004338,13,8,7898.75,5,3,4,12,Loyal Customers
CUST_004339,55,7,1970.9099999999999,2,2,1,5,Lost
CUST_004340,19,7,9218.64,4,2,4,10,Loyal Customers
CUST_004341,6,13,6987.52,5,5,3,13,Champions
CUST_004342,3,7,2687.79,5,2,1,8,Promising
CUST_004343,1,7,2542.49,5,2,1,8,Promising
CUST_004344,48,9,10106.36,3,3,5,11,Loyal Customers
CUST_004345,8,16,10438.25,5,5,5,15,Champions
CUST_004346,36,8,7013.2,3,3,3,9,Need Attention
CUST_004347,6,11,14827.539999999999,5,4,5,14,Champions
CUST_004348,18,9,5019.2,4,3,2,9,Potential Loyalists
CUST_004349,66,9,9476.33,2,3,4,9,At Risk
CUST_004350,102,4,1654.86,1,1,1,3,Lost
CUST_004351,56,8,2978.43,2,3,1,6,Lost
CUST_004352,53,11,11333.02,3,4,5,12,Loyal Customers
CUST_004353,313,5,3000.1099999999997,1,1,1,3,Lost
CUST_004354,17,12,11405.32,4,5,5,14,Champions
CUST_004355,77,5,2535.3999999999996,2,1,1,4,Lost
CUST_004356,31,9,11484.380000000001,3,3,5,11,Loyal Customers
CUST_004357,10,7,3051.59,5,2,1,8,Promising
CUST_004358,111,8,7209.2,1,3,3,7,Cannot Lose Them
CUST_004359,1,10,8267.64,5,4,4,13,Champions
CUST_004360,7,10,9432.04,5,4,4,13,Champions
CUST_004361,99,5,1607.87,1,1,1,3,Lost
CUST_004362,156,5,1730.17,1,1,1,3,Lost
CUST_004363,56,8,3773.66,2,3,1,6,Lost
CUST_004364,303,4,3632.98,1,1,1,3,Lost
CUST_004365,64,5,5712.2699999999995,2,1,2,5,Lost
CUST_004366,250,5,3662.24,1,1,1,3,Lost
CUST_004367,71,8,6645.09,2,3,3,8,Cannot Lose Them
CUST_004368,278,7,7350.83,1,2,3,6,Lost
CUST_004369,33,6,7838.7300000000005,3,1,4,8,Promising
CUST_004370,155,14,11543.29,1,5,5,11,At Risk
CUST_004371,66,9,5914.91,2,3,3,8,Cannot Lose Them
CUST_004372,85,7,3541.07,2,2,1,5,Lost
CUST_004373,193,5,3359.5299999999997,1,1,1,3,Lost
CUST_004374,111,8,9588.14,1,3,4,8,Cannot Lose Them
CUST_004375,3,12,7470.38,5,5,3,13,Champions
CUST_004376,93,5,4335.63,2,1,2,5,Lost
CUST_004377,2,10,8424.72,5,4,4,13,Champions
CUST_004378,105,7,10370.8,1,2,5,8,Cannot Lose Them
CUST_004379,79,7,4986.43,2,2,2,6,Lost
CUST_004380,55,5,5117.21,2,1,2,5,Lost
CUST_004381,16,3,2212.6800000000003,4,1,1,6,Promising
CUST_004382,104,7,3239.82,1,2,1,4,Lost
CUST_004383,25,14,18577.39,4,5,5,14,Champions
CUST_004384,12,10,8449.35,5,4,4,13,Champions
CUST_004385,91,9,7944.96,2,3,4,9,At Risk
CUST_004386,3,8,7079.46,5,3,3,11,Loyal Customers
CUST_004387,25,9,4034.86,4,3,2,9,Potential Loyalists
CUST_004388,8,13,10060.81,5,5,4,14,Champions
CUST_004389,72,12,13174.44,2,5,5,12,At Risk
CUST_004390,60,9,7704.32,2,3,4,9,At Risk
CUST_004391,41,9,7502.34,3,3,3,9,Need Attention
CUST_004392,25,10,7177.6,4,4,3,11,Loyal Customers
CUST_004393,27,4,3062.86,4,1,1,6,Promising
CUST_004394,21,9,4864.67,4,3,2,9,Potential Loyalists
CUST_004395,62,6,5046.05,2,1,2,5,Lost
CUST_004396,60,11,2944.6600000000003,2,4,1,7,Cannot Lose Them
CUST_004397,31,7,7651.47,3,2,3,8,Promising
CUST_004398,44,7,6589.58,3,2,3,8,Promising
CUST_004399,34,7,5786.51,3,2,2,7,Promising
CUST_004400,32,14,13463.150000000001,3,5,5,13,Champions
CUST_004401,57,5,4949.12,2,1,2,5,Lost
CUST_004402,49,9,8776.27,3,3,4,10,Loyal Customers
CUST_004403,16,9,7978.55,4,3,4,11,Loyal Customers
CUST_004404,167,8,9466.24,1,3,4,8,Cannot Lose Them
CUST_004405,37,6,4690.81,3,1,2,6,Promising
CUST_004406,36,12,12546.67,3,5,5,13,Champions
CUST_004407,53,15,7702.39,3,5,4,12,Loyal Customers
CUST_004408,75,5,3673.22,2,1,1,4,Lost
CUST_004409,48,9,8825.36,3,3,4,10,Loyal Customers
CUST_004410,99,5,8794.92,1,1,4,6,Lost
CUST_004411,90,10,3250.75,2,4,1,7,Cannot Lose Them
CUST_004412,131,6,7275.17,1,1,3,5,Lost
CUST_004413,36,12,6084.36,3,5,3,11,Loyal Customers
CUST_004414,113,10,8429.369999999999,1,4,4,9,At Risk
CUST_004415,60,5,6402.339999999999,2,1,3,6,Lost
CUST_004416,59,8,3356.21,2,3,1,6,Lost
CUST_004417,37,7,5487.57,3,2,2,7,Promising
CUST_004418,1,8,8960.8,5,3,4,12,Loyal Customers
CUST_004419,27,11,9436.76,4,4,4,12,Loyal Customers
CUST_004420,12,7,3301.63,5,2,1,8,Promising
CUST_004421,0,10,7674.6,5,4,3,12,Loyal Customers
CUST_004422,22,2,4439.73,4,1,2,7,Promising
CUST_004423,47,9,7882.97,3,3,4,10,Loyal Customers
CUST_004424,62,10,8960.42,2,4,4,10,At Risk
CUST_004425,2,9,9700.89,5,3,4,12,Loyal Customers
CUST_004426,67,6,4071.31,2,1,2,5,Lost
CUST_004427,40,7,11321.8,3,2,5,10,Loyal Customers
CUST_004428,276,6,8412.1,1,1,4,6,Lost
CUST_004429,32,10,6129.9400000000005,3,4,3,10,Loyal Customers
CUST_004430,92,11,5360.78,2,4,2,8,Cannot Lose Them
CUST_004431,30,10,3547.12,4,4,1,9,Potential Loyalists
CUST_004432,16,14,13332.45,4,5,5,14,Champions
CUST_004433,14,11,8519.75,4,4,4,12,Loyal Customers
CUST_004434,23,10,6633.24,4,4,3,11,Loyal Customers
CUST_004435,9,7,10480.69,5,2,5,12,Loyal Customers
CUST_004436,45,8,3756.75,3,3,1,7,Need Attention
CUST_004437,3,7,3129.66,5,2,1,8,Promising
CUST_004438,16,10,10040.02,4,4,4,12,Loyal Customers
CUST_004439,11,11,7271.72,5,4,3,12,Loyal Customers
CUST_004440,129,6,1903.85,1,1,1,3,Lost
CUST_004441,75,6,3907.61,2,1,1,4,Lost
CUST_004442,27,11,5802.79,4,4,2,10,Loyal Customers
CUST_004443,58,11,11714.61,2,4,5,11,At Risk
CUST_004444,41,10,8294.49,3,4,4,11,Loyal Customers
CUST_004445,5,8,7521.27,5,3,3,11,Loyal Customers
CUST_004446,65,4,1393.79,2,1,1,4,Lost
CUST_004447,9,15,12657.09,5,5,5,15,Champions
CUST_004448,107,7,5735.82,1,2,2,5,Lost
CUST_004449,4,10,9687.08,5,4,4,13,Champions
CUST_004450,45,18,15771.400000000001,3,5,5,13,Champions
CUST_004451,127,4,1210.85,1,1,1,3,Lost
CUST_004452,126,6,4634.280000000001,1,1,2,4,Lost
CUST_004453,14,9,3542.4500000000003,4,3,1,8,Need Attention
CUST_004454,100,9,10101.14,1,3,5,9,At Risk
CUST_004455,21,17,19680.36,4,5,5,14,Champions
CUST_004456,0,4,2279.76,5,1,1,7,New Customers
CUST_004457,125,5,2165.88,1,1,1,3,Lost
