product_id,product_category_name,product_weight_g,product_length_cm,product_width_cm,product_height_cm
PROD_01288,electronics,813,12,53,16
PROD_01289,garden_tools,675,24,45,32
PROD_01290,sports_leisure,3081,54,15,45
PROD_01291,toys_games,169,20,27,23
PROD_01292,kitchen_utilities,3864,48,37,13
PROD_01293,sports_leisure,2476,28,35,11
PROD_01294,home_decor,2305,29,11,22
PROD_01295,garden_tools,1017,65,26,48
PROD_01296,clothing_accessories,2845,13,9,32
PROD_01297,clothing_accessories,842,18,41,37
PROD_01298,home_decor,4250,34,5,11
PROD_01299,health_wellness,2633,56,10,20
PROD_01300,baby_products,1937,58,49,24
PROD_01301,clothing_accessories,1476,36,51,47
PROD_01302,automotive,509,37,8,11
PROD_01303,clothing_accessories,3107,71,34,28
PROD_01304,stationery,3052,25,34,44
PROD_01305,furniture,4342,55,21,3
PROD_01306,electronics,1779,55,28,12
PROD_01307,electronics,1814,49,35,9
PROD_01308,electronics,1297,43,32,20
PROD_01309,clothing_accessories,2437,19,49,17
PROD_01310,toys_games,3316,10,47,5
PROD_01311,clothing_accessories,3056,75,8,15
PROD_01312,stationery,3293,26,43,23
PROD_01313,furniture,126,56,23,18
PROD_01314,books,3237,33,28,44
PROD_01315,clothing_accessories,3073,59,11,27
PROD_01316,automotive,3265,38,50,36
PROD_01317,books,1190,22,57,37
PROD_01318,automotive,349,73,52,46
PROD_01319,baby_products,241,37,57,31
PROD_01320,electronics,366,14,13,22
PROD_01321,electronics,4410,18,26,21
PROD_01322,kitchen_utilities,588,23,58,43
PROD_01323,automotive,595,19,6,27
PROD_01324,beauty_perfumery,579,42,31,13
PROD_01325,home_decor,2790,49,20,9
PROD_01326,furniture,4196,15,9,36
PROD_01327,clothing_accessories,3180,26,16,30
PROD_01328,clothing_accessories,2527,45,56,43
PROD_01329,sports_leisure,943,79,30,8
PROD_01330,clothing_accessories,3315,70,19,11
PROD_01331,sports_leisure,4011,58,7,40
PROD_01332,baby_products,4177,78,13,21
PROD_01333,health_wellness,2449,33,32,29
PROD_01334,baby_products,749,60,43,15
PROD_01335,kitchen_utilities,1993,51,40,13
PROD_01336,home_decor,2956,28,29,9
PROD_01337,kitchen_utilities,3350,71,45,8
PROD_01338,garden_tools,2486,76,32,6
PROD_01339,baby_products,1825,39,51,2
PROD_01340,books,1454,47,59,48
PROD_01341,clothing_accessories,1393,15,25,10
PROD_01342,electronics,3146,31,33,45
PROD_01343,electronics,3358,20,29,19
PROD_01344,stationery,2813,38,34,44
PROD_01345,sports_leisure,503,17,43,43
PROD_01346,health_wellness,4072,44,15,11
PROD_01347,sports_leisure,4132,54,23,2
PROD_01348,books,1646,42,15,21
PROD_01349,electronics,2706,14,29,44
PROD_01350,clothing_accessories,2925,71,5,30
PROD_01351,sports_leisure,1952,46,36,3
PROD_01352,furniture,4306,26,25,27
PROD_01353,electronics,912,31,49,12
PROD_01354,toys_games,3474,41,17,26
PROD_01355,home_decor,1029,23,38,35
PROD_01356,kitchen_utilities,4175,29,21,42
PROD_01357,electronics,3423,31,55,2
PROD_01358,books,274,39,59,32
PROD_01359,clothing_accessories,1463,63,51,39
PROD_01360,kitchen_utilities,2995,42,23,23
PROD_01361,home_decor,1137,14,14,3
PROD_01362,books,3111,27,46,48
PROD_01363,baby_products,2190,72,13,2
PROD_01364,electronics,560,55,55,25
PROD_01365,electronics,2852,16,15,37
PROD_01366,kitchen_utilities,248,38,42,46
PROD_01367,furniture,4533,66,35,37
PROD_01368,clothing_accessories,1233,56,6,48
PROD_01369,sports_leisure,453,18,28,35
PROD_01370,electronics,1207,68,46,10
PROD_01371,clothing_accessories,2702,52,51,13
PROD_01372,sports_leisure,2213,68,9,47
PROD_01373,health_wellness,4194,15,54,21
PROD_01374,sports_leisure,3785,62,34,5
PROD_01375,beauty_perfumery,3306,73,43,16
PROD_01376,automotive,1209,13,39,5
PROD_01377,clothing_accessories,4279,10,57,6
PROD_01378,books,2077,79,52,11
PROD_01379,automotive,326,40,21,45
PROD_01380,clothing_accessories,3039,74,35,45
PROD_01381,home_decor,1112,78,6,41
PROD_01382,stationery,4215,28,20,37
PROD_01383,pet_supplies,3206,78,25,36
PROD_01384,clothing_accessories,4036,78,34,2
PROD_01385,electronics,2902,58,56,19
PROD_01386,clothing_accessories,1566,40,5,32
PROD_01387,home_decor,3088,69,18,47
PROD_01388,sports_leisure,369,64,20,7
PROD_01389,furniture,3906,47,59,7
PROD_01390,automotive,1631,42,13,43
PROD_01391,home_decor,403,15,53,20
PROD_01392,health_wellness,2032,22,12,33
PROD_01393,electronics,2140,29,13,43
PROD_01394,electronics,4121,46,38,31
PROD_01395,sports_leisure,241,54,49,27
PROD_01396,electronics,908,68,37,4
PROD_01397,home_decor,1047,61,26,34
PROD_01398,automotive,4051,27,34,32
PROD_01399,clothing_accessories,3512,34,11,48
PROD_01400,books,2392,10,22,21
PROD_01401,clothing_accessories,865,50,25,5
PROD_01402,electronics,3023,27,9,33
PROD_01403,beauty_perfumery,1038,10,11,19
PROD_01404,health_wellness,2596,48,16,11
PROD_01405,home_decor,3662,40,21,23
PROD_01406,furniture,1362,47,28,18
PROD_01407,garden_tools,642,17,41,43
PROD_01408,kitchen_utilities,2779,43,48,5
PROD_01409,clothing_accessories,3054,36,23,38
PROD_01410,toys_games,3031,50,49,8
PROD_01411,sports_leisure,2881,16,20,9
PROD_01412,toys_games,4339,41,29,2
PROD_01413,sports_leisure,3091,25,31,9
PROD_01414,electronics,2712,11,55,20
PROD_01415,beauty_perfumery,3748,52,59,18
PROD_01416,sports_leisure,1299,40,46,42
PROD_01417,beauty_perfumery,2217,56,48,49
PROD_01418,automotive,2780,42,11,10
PROD_01419,automotive,2948,26,50,17
PROD_01420,sports_leisure,4788,63,46,46
PROD_01421,sports_leisure,4762,63,12,38
PROD_01422,beauty_perfumery,4886,60,19,28
PROD_01423,beauty_perfumery,3781,61,20,3
PROD_01424,baby_products,3595,16,12,37
PROD_01425,furniture,764,63,40,13
PROD_01426,clothing_accessories,4601,20,36,36
PROD_01427,beauty_perfumery,3262,71,21,32
PROD_01428,furniture,3465,39,40,20
PROD_01429,furniture,1516,66,26,27
PROD_01430,beauty_perfumery,3208,55,36,37
PROD_01431,electronics,616,79,15,5
PROD_01432,electronics,949,75,49,49
PROD_01433,home_decor,2001,64,10,44
PROD_01434,sports_leisure,1007,67,26,32
PROD_01435,electronics,415,19,18,14
PROD_01436,kitchen_utilities,3343,13,32,44
PROD_01437,home_decor,1607,71,43,40
PROD_01438,garden_tools,4222,52,16,47
PROD_01439,electronics,1618,51,31,5
PROD_01440,electronics,4250,33,5,41
PROD_01441,sports_leisure,2034,14,14,45
PROD_01442,clothing_accessories,4444,77,37,14
PROD_01443,baby_products,1901,54,20,42
PROD_01444,electronics,2722,68,43,10
PROD_01445,home_decor,956,74,56,3
PROD_01446,garden_tools,1976,72,10,36
PROD_01447,home_decor,1625,76,58,13
PROD_01448,electronics,1516,58,29,18
PROD_01449,clothing_accessories,3579,41,54,5
PROD_01450,sports_leisure,3971,59,24,15
PROD_01451,clothing_accessories,1894,67,40,22
PROD_01452,sports_leisure,3165,61,27,42
PROD_01453,health_wellness,2820,32,20,9
PROD_01454,automotive,4304,39,5,34
PROD_01455,electronics,3776,79,57,46
PROD_01456,electronics,452,39,34,29
PROD_01457,clothing_accessories,3331,46,31,4
PROD_01458,furniture,1527,57,56,15
PROD_01459,home_decor,2292,41,6,20
PROD_01460,health_wellness,1877,79,52,7
PROD_01461,books,3636,44,25,37
PROD_01462,electronics,1216,77,13,21
PROD_01463,furniture,2420,41,51,2
PROD_01464,electronics,633,68,28,11
PROD_01465,clothing_accessories,1317,44,52,14
PROD_01466,electronics,3088,25,45,13
PROD_01467,electronics,2328,61,43,12
PROD_01468,furniture,2079,75,46,37
PROD_01469,beauty_perfumery,2176,15,11,18
PROD_01470,electronics,631,23,34,48
PROD_01471,pet_supplies,3176,38,49,30
PROD_01472,sports_leisure,2044,35,6,4
PROD_01473,electronics,4335,27,16,30
PROD_01474,electronics,3199,13,17,11
PROD_01475,beauty_perfumery,4457,66,7,47
PROD_01476,stationery,3929,62,47,20
PROD_01477,beauty_perfumery,4214,34,44,5
PROD_01478,baby_products,2684,56,47,47
PROD_01479,sports_leisure,1648,61,22,39
PROD_01480,sports_leisure,1588,43,43,13
PROD_01481,sports_leisure,3759,25,48,32
PROD_01482,books,327,45,10,3
PROD_01483,home_decor,4571,37,46,2
PROD_01484,automotive,4931,74,56,18
PROD_01485,electronics,4452,62,31,26
PROD_01486,sports_leisure,4896,51,19,6
PROD_01487,beauty_perfumery,798,28,56,49
PROD_01488,furniture,537,53,19,15
PROD_01489,clothing_accessories,1784,39,23,11
PROD_01490,sports_leisure,2253,53,42,22
PROD_01491,sports_leisure,4810,36,55,26
PROD_01492,books,3014,43,51,36
PROD_01493,kitchen_utilities,3317,33,24,4
PROD_01494,toys_games,1059,65,24,19
PROD_01495,home_decor,1939,16,22,37
PROD_01496,pet_supplies,377,77,38,40
PROD_01497,health_wellness,4320,60,43,34
PROD_01498,clothing_accessories,3856,17,41,49
PROD_01499,clothing_accessories,1443,65,39,18
PROD_01500,clothing_accessories,4870,67,42,41
PROD_01501,sports_leisure,814,78,42,7
PROD_01502,health_wellness,1605,17,5,35
PROD_01503,kitchen_utilities,4021,75,55,27
PROD_01504,health_wellness,2814,33,16,43
PROD_01505,clothing_accessories,1447,51,9,32
PROD_01506,furniture,2542,63,31,29
PROD_01507,clothing_accessories,4968,25,43,37
PROD_01508,electronics,4060,13,24,14
PROD_01509,books,1852,68,44,22
PROD_01510,electronics,2605,55,23,27
PROD_01511,books,1837,22,42,32
PROD_01512,furniture,4269,46,19,17
PROD_01513,kitchen_utilities,1208,63,10,32
PROD_01514,electronics,2779,58,13,14
PROD_01515,kitchen_utilities,1137,67,40,31
PROD_01516,pet_supplies,1011,28,52,33
PROD_01517,health_wellness,4989,27,27,6
PROD_01518,toys_games,2196,69,14,13
PROD_01519,books,3113,26,5,40
PROD_01520,sports_leisure,458,20,15,42
PROD_01521,toys_games,1176,24,53,38
PROD_01522,toys_games,2203,26,54,5
PROD_01523,furniture,3627,14,24,43
PROD_01524,kitchen_utilities,2402,70,32,49
PROD_01525,sports_leisure,4200,13,26,44
PROD_01526,electronics,1704,65,24,30
PROD_01527,beauty_perfumery,1175,57,51,42
PROD_01528,clothing_accessories,4148,57,42,6
PROD_01529,home_decor,428,44,20,12
PROD_01530,electronics,3332,42,6,31
PROD_01531,home_decor,3577,30,29,10
PROD_01532,kitchen_utilities,1102,14,31,29
PROD_01533,beauty_perfumery,4978,73,7,23
PROD_01534,electronics,676,78,27,12
PROD_01535,sports_leisure,426,30,36,22
PROD_01536,clothing_accessories,1627,41,21,7
PROD_01537,sports_leisure,2921,27,44,27
PROD_01538,home_decor,1565,67,24,17
PROD_01539,baby_products,3325,33,34,15
PROD_01540,electronics,2381,14,32,36
PROD_01541,books,4847,62,51,43
PROD_01542,health_wellness,2480,64,49,37
PROD_01543,baby_products,594,14,57,23
PROD_01544,electronics,1238,78,27,3
PROD_01545,beauty_perfumery,2516,50,23,14
PROD_01546,electronics,1456,16,29,12
PROD_01547,sports_leisure,1253,10,28,13
PROD_01548,electronics,3349,61,5,34
PROD_01549,health_wellness,2242,35,32,23
PROD_01550,electronics,3488,72,33,10
PROD_01551,beauty_perfumery,1224,21,48,45
PROD_01552,beauty_perfumery,901,79,54,8
PROD_01553,stationery,2142,28,54,18
PROD_01554,furniture,307,13,39,11
PROD_01555,clothing_accessories,2754,14,54,39
PROD_01556,clothing_accessories,572,63,21,40
PROD_01557,electronics,1738,79,15,47
PROD_01558,toys_games,235,66,41,26
PROD_01559,books,4456,61,58,28
PROD_01560,furniture,1270,27,11,31
PROD_01561,electronics,557,73,30,31
PROD_01562,toys_games,1536,19,27,44
PROD_01563,furniture,3671,32,22,35
PROD_01564,stationery,2248,77,33,34
PROD_01565,beauty_perfumery,4342,61,43,33
PROD_01566,clothing_accessories,4912,56,54,43
PROD_01567,home_decor,606,79,38,13
PROD_01568,electronics,2705,35,42,42
PROD_01569,toys_games,2483,79,58,24
PROD_01570,books,545,52,12,30
PROD_01571,clothing_accessories,2881,78,25,44
PROD_01572,electronics,543,72,25,2
PROD_01573,electronics,217,75,53,21
PROD_01574,garden_tools,1640,72,40,11
PROD_01575,clothing_accessories,2870,22,21,20
PROD_01576,home_decor,666,60,20,24
PROD_01577,clothing_accessories,3702,14,57,22
PROD_01578,home_decor,2036,56,19,44
PROD_01579,books,4283,45,19,36
PROD_01580,automotive,1752,45,44,49
PROD_01581,clothing_accessories,4671,59,21,33
PROD_01582,books,4490,65,55,11
PROD_01583,home_decor,4915,28,5,3
PROD_01584,pet_supplies,4881,29,17,37
PROD_01585,clothing_accessories,2786,31,42,49
PROD_01586,electronics,1303,40,14,7
PROD_01587,beauty_perfumery,3037,71,37,44
PROD_01588,electronics,505,53,30,18
PROD_01589,electronics,4007,77,16,16
PROD_01590,books,4314,76,23,37
PROD_01591,toys_games,4179,58,19,25
PROD_01592,sports_leisure,412,68,57,41
PROD_01593,books,262,13,9,30
PROD_01594,beauty_perfumery,1628,48,6,15
PROD_01595,furniture,4488,16,55,3
PROD_01596,furniture,4885,58,18,49
PROD_01597,books,1665,24,33,23
PROD_01598,clothing_accessories,4868,16,45,48
PROD_01599,clothing_accessories,498,56,5,7
PROD_01600,sports_leisure,3686,77,17,10
PROD_01601,sports_leisure,1147,54,53,13
PROD_01602,kitchen_utilities,2042,28,36,43
PROD_01603,home_decor,3230,56,38,40
PROD_01604,electronics,2896,62,58,6
PROD_01605,clothing_accessories,339,36,18,41
PROD_01606,clothing_accessories,2458,14,56,45
PROD_01607,toys_games,771,69,59,2
PROD_01608,sports_leisure,2719,71,42,11
PROD_01609,books,2561,68,42,12
PROD_01610,home_decor,3493,70,54,28
PROD_01611,automotive,501,65,55,24
PROD_01612,pet_supplies,2206,56,45,21
PROD_01613,books,4248,57,19,6
PROD_01614,automotive,1187,19,43,14
PROD_01615,sports_leisure,1242,41,10,11
PROD_01616,baby_products,4481,74,33,37
PROD_01617,health_wellness,2165,33,41,42
PROD_01618,pet_supplies,4008,38,23,17
PROD_01619,furniture,4355,16,56,8
PROD_01620,kitchen_utilities,4059,26,5,33
PROD_01621,beauty_perfumery,241,34,25,26
PROD_01622,clothing_accessories,496,45,43,45
PROD_01623,home_decor,2727,70,22,27
PROD_01624,automotive,4729,44,31,37
PROD_01625,electronics,1655,59,32,29
PROD_01626,furniture,2608,65,12,45
PROD_01627,home_decor,4481,74,35,13
PROD_01628,home_decor,1128,50,16,27
PROD_01629,automotive,2276,34,46,5
PROD_01630,health_wellness,770,43,10,45
PROD_01631,furniture,4694,17,30,24
PROD_01632,clothing_accessories,1955,65,20,41
PROD_01633,sports_leisure,3529,39,34,25
PROD_01634,home_decor,2178,77,23,32
PROD_01635,home_decor,2106,30,22,31
PROD_01636,electronics,1788,19,28,4
PROD_01637,beauty_perfumery,4531,42,49,17
PROD_01638,clothing_accessories,669,13,24,35
PROD_01639,books,4794,32,11,39
PROD_01640,clothing_accessories,1246,78,11,29
PROD_01641,sports_leisure,3874,62,20,45
PROD_01642,electronics,964,14,46,42
PROD_01643,pet_supplies,4509,27,51,49
PROD_01644,sports_leisure,127,26,18,8
PROD_01645,electronics,1129,67,16,9
PROD_01646,beauty_perfumery,2096,76,33,8
PROD_01647,automotive,1441,65,19,38
PROD_01648,kitchen_utilities,1348,49,12,8
PROD_01649,books,2236,11,43,19
PROD_01650,electronics,2187,30,57,49
PROD_01651,furniture,780,61,13,40
PROD_01652,toys_games,474,33,50,22
PROD_01653,beauty_perfumery,3469,62,32,35
PROD_01654,automotive,3145,47,31,28
PROD_01655,clothing_accessories,2437,29,11,9
PROD_01656,clothing_accessories,905,59,48,35
PROD_01657,automotive,3139,48,18,19
PROD_01658,furniture,378,69,15,42
PROD_01659,electronics,1505,48,36,13
PROD_01660,home_decor,887,42,55,23
PROD_01661,health_wellness,1432,38,32,41
PROD_01662,electronics,4472,19,10,23
PROD_01663,electronics,3247,76,39,9
PROD_01664,clothing_accessories,2445,12,10,43
PROD_01665,garden_tools,3549,40,28,29
PROD_01666,garden_tools,532,36,13,48
PROD_01667,beauty_perfumery,1109,79,6,33
PROD_01668,beauty_perfumery,3949,36,42,12
PROD_01669,home_decor,416,18,18,22
PROD_01670,clothing_accessories,4316,15,55,27
PROD_01671,kitchen_utilities,1465,15,35,15
PROD_01672,electronics,4499,35,34,16
PROD_01673,sports_leisure,1035,52,59,15
PROD_01674,furniture,3618,28,31,13
PROD_01675,electronics,3887,25,40,37
PROD_01676,beauty_perfumery,2868,32,50,4
PROD_01677,beauty_perfumery,595,38,35,45
PROD_01678,toys_games,3692,47,57,8
PROD_01679,clothing_accessories,2332,68,46,40
PROD_01680,clothing_accessories,4118,57,10,47
PROD_01681,beauty_perfumery,3035,29,47,2
PROD_01682,pet_supplies,4908,30,49,40
PROD_01683,clothing_accessories,4545,37,22,26
PROD_01684,pet_supplies,2467,59,56,32
PROD_01685,books,2684,42,18,23
PROD_01686,health_wellness,1005,49,24,11
PROD_01687,electronics,3327,63,58,19
PROD_01688,clothing_accessories,1927,19,56,14
PROD_01689,electronics,3822,43,15,9
PROD_01690,home_decor,2680,45,57,10
PROD_01691,pet_supplies,4697,16,41,16
PROD_01692,electronics,1615,25,44,9
PROD_01693,beauty_perfumery,4722,60,8,34
PROD_01694,electronics,4906,70,48,36
PROD_01695,books,3103,40,10,20
PROD_01696,clothing_accessories,211,41,27,31
PROD_01697,electronics,1772,54,12,10
PROD_01698,home_decor,2402,36,34,20
PROD_01699,kitchen_utilities,1750,31,40,48
PROD_01700,electronics,4495,24,56,47
PROD_01701,clothing_accessories,2574,17,46,27
PROD_01702,electronics,4095,77,15,2
PROD_01703,stationery,1990,17,51,4
PROD_01704,furniture,406,25,9,35
PROD_01705,books,220,57,7,26
PROD_01706,furniture,3201,43,19,31
PROD_01707,electronics,1377,66,6,2
PROD_01708,furniture,1527,14,6,19
PROD_01709,electronics,3202,53,12,34
PROD_01710,home_decor,1285,46,58,10
PROD_01711,beauty_perfumery,1555,37,50,8
PROD_01712,beauty_perfumery,1279,77,34,31
PROD_01713,electronics,1446,47,45,14
PROD_01714,electronics,728,55,9,18
PROD_01715,kitchen_utilities,1314,35,34,14
PROD_01716,toys_games,2061,62,48,14
PROD_01717,electronics,3095,72,14,43
PROD_01718,electronics,4712,72,37,39
PROD_01719,automotive,1647,47,28,38
PROD_01720,toys_games,2958,24,23,11
PROD_01721,pet_supplies,861,18,34,15
PROD_01722,clothing_accessories,2466,31,29,44
PROD_01723,sports_leisure,4306,79,15,6
PROD_01724,clothing_accessories,1941,65,53,37
PROD_01725,furniture,1596,46,39,36
PROD_01726,electronics,4019,66,5,47
PROD_01727,electronics,3188,69,21,46
PROD_01728,electronics,1343,21,35,24
PROD_01729,books,4682,16,10,6
PROD_01730,sports_leisure,2143,75,17,45
PROD_01731,furniture,3476,50,56,29
PROD_01732,automotive,616,33,30,24
PROD_01733,toys_games,934,34,40,43
PROD_01734,sports_leisure,723,71,9,35
PROD_01735,pet_supplies,1147,53,51,32
PROD_01736,sports_leisure,1664,11,18,8
PROD_01737,electronics,4082,51,55,8
PROD_01738,pet_supplies,596,42,19,5
PROD_01739,electronics,2529,26,16,45
PROD_01740,beauty_perfumery,2363,72,54,33
PROD_01741,clothing_accessories,642,31,50,29
PROD_01742,sports_leisure,1015,10,46,5
PROD_01743,beauty_perfumery,1901,79,12,40
PROD_01744,clothing_accessories,3182,63,59,46
PROD_01745,beauty_perfumery,181,23,35,9
PROD_01746,toys_games,1279,62,30,15
PROD_01747,clothing_accessories,265,15,33,31
PROD_01748,home_decor,2355,73,8,4
PROD_01749,clothing_accessories,2171,42,54,3
PROD_01750,health_wellness,906,53,32,11
PROD_01751,toys_games,2838,43,29,7
PROD_01752,automotive,431,43,44,8
PROD_01753,electronics,3690,33,36,17
PROD_01754,electronics,1634,11,40,7
PROD_01755,electronics,280,17,15,17
PROD_01756,electronics,1416,34,41,28
PROD_01757,beauty_perfumery,1206,41,14,13
PROD_01758,stationery,1689,65,42,23
PROD_01759,home_decor,2586,16,40,16
PROD_01760,baby_products,2690,57,54,23
PROD_01761,electronics,2340,63,57,36
PROD_01762,garden_tools,587,72,31,49
PROD_01763,clothing_accessories,711,11,21,16
PROD_01764,garden_tools,3520,44,11,24
PROD_01765,electronics,3294,31,13,39
PROD_01766,baby_products,1497,73,39,3
PROD_01767,clothing_accessories,1556,68,58,3
PROD_01768,clothing_accessories,2293,58,13,20
PROD_01769,sports_leisure,3174,61,40,6
PROD_01770,home_decor,1437,30,58,5
PROD_01771,books,4522,21,34,29
PROD_01772,stationery,2300,20,35,19
PROD_01773,furniture,4597,63,23,41
PROD_01774,toys_games,2967,79,45,42
PROD_01775,electronics,4683,23,59,32
PROD_01776,furniture,3982,42,27,23
PROD_01777,sports_leisure,2214,35,24,12
PROD_01778,automotive,2236,23,10,49
PROD_01779,home_decor,178,57,47,17
PROD_01780,books,477,74,28,5
PROD_01781,clothing_accessories,264,55,51,22
PROD_01782,clothing_accessories,4944,64,26,42
PROD_01783,home_decor,1820,77,10,46
PROD_01784,clothing_accessories,3084,21,56,26
PROD_01785,clothing_accessories,254,63,28,21
PROD_01786,electronics,1246,73,46,9
PROD_01787,health_wellness,1163,56,26,44
PROD_01788,electronics,2316,46,22,10
PROD_01789,automotive,2939,50,20,19
PROD_01790,electronics,1563,36,40,32
PROD_01791,electronics,3570,51,56,36
PROD_01792,beauty_perfumery,1616,77,17,31
PROD_01793,sports_leisure,3150,38,41,19
PROD_01794,sports_leisure,4523,45,56,20
PROD_01795,beauty_perfumery,1626,66,28,42
PROD_01796,clothing_accessories,3710,21,23,25
PROD_01797,books,2492,54,54,23
PROD_01798,sports_leisure,888,29,24,49
PROD_01799,home_decor,2648,54,31,15
PROD_01800,health_wellness,4757,32,21,20
PROD_01801,toys_games,4708,71,20,30
PROD_01802,home_decor,615,43,5,23
PROD_01803,health_wellness,3162,30,25,31
PROD_01804,garden_tools,4862,60,31,16
PROD_01805,beauty_perfumery,1667,18,5,22
PROD_01806,clothing_accessories,1548,19,34,27
PROD_01807,garden_tools,1066,61,24,37
PROD_01808,clothing_accessories,463,54,28,13
PROD_01809,electronics,207,61,50,8
PROD_01810,home_decor,3194,39,6,12
PROD_01811,toys_games,722,73,19,40
PROD_01812,garden_tools,4516,11,33,21
PROD_01813,furniture,609,58,39,36
PROD_01814,baby_products,1164,54,17,5
PROD_01815,electronics,3965,26,23,3
PROD_01816,electronics,403,37,5,21
PROD_01817,furniture,1068,54,49,48
PROD_01818,stationery,1538,26,51,21
PROD_01819,sports_leisure,3621,68,20,13
PROD_01820,electronics,3971,23,47,18
PROD_01821,clothing_accessories,3600,19,7,19
PROD_01822,clothing_accessories,2299,27,44,41
PROD_01823,home_decor,4454,44,10,25
PROD_01824,electronics,4001,57,35,9
PROD_01825,garden_tools,2370,67,9,38
PROD_01826,beauty_perfumery,329,27,30,42
PROD_01827,books,2586,61,32,31
PROD_01828,electronics,249,39,19,21
PROD_01829,electronics,1009,46,13,24
PROD_01830,beauty_perfumery,3628,49,59,38
PROD_01831,automotive,1077,15,26,11
PROD_01832,beauty_perfumery,734,44,41,34
PROD_01833,automotive,4817,35,25,25
PROD_01834,kitchen_utilities,2290,39,46,37
PROD_01835,electronics,4249,33,33,17
PROD_01836,clothing_accessories,3574,64,30,29
PROD_01837,furniture,3880,18,10,13
PROD_01838,sports_leisure,1965,71,15,21
PROD_01839,clothing_accessories,398,27,40,48
PROD_01840,home_decor,2839,60,24,19
PROD_01841,sports_leisure,3825,28,48,38
PROD_01842,garden_tools,3491,78,24,27
PROD_01843,electronics,4640,42,31,47
PROD_01844,clothing_accessories,197,47,10,8
PROD_01845,beauty_perfumery,3297,22,37,44
PROD_01846,books,2205,58,34,48
PROD_01847,furniture,4372,62,54,22
PROD_01848,baby_products,4914,10,38,44
PROD_01849,kitchen_utilities,3622,21,9,33
PROD_01850,beauty_perfumery,4518,33,20,8
PROD_01851,clothing_accessories,945,10,16,24
PROD_01852,sports_leisure,4285,77,16,21
PROD_01853,books,4326,16,15,21
PROD_01854,health_wellness,3981,78,56,33
PROD_01855,baby_products,1152,48,55,27
PROD_01856,furniture,3948,41,25,37
PROD_01857,beauty_perfumery,3715,58,11,25
PROD_01858,electronics,3257,40,38,2
PROD_01859,electronics,2205,12,33,29
PROD_01860,electronics,1093,56,10,27
PROD_01861,electronics,3196,24,40,35
PROD_01862,home_decor,289,60,38,27
PROD_01863,home_decor,2223,30,53,37
PROD_01864,furniture,2518,50,12,6
PROD_01865,beauty_perfumery,2998,12,41,3
PROD_01866,furniture,4701,10,14,33
PROD_01867,sports_leisure,2066,30,20,35
PROD_01868,clothing_accessories,4378,30,6,31
PROD_01869,baby_products,4349,58,23,25
PROD_01870,electronics,3511,74,11,29
PROD_01871,baby_products,4046,50,6,47
PROD_01872,clothing_accessories,1146,76,49,4
PROD_01873,beauty_perfumery,2673,51,27,11
PROD_01874,electronics,705,78,35,7
PROD_01875,electronics,1466,66,8,35
PROD_01876,sports_leisure,3026,52,20,32
PROD_01877,toys_games,2058,21,14,44
PROD_01878,clothing_accessories,1164,73,53,47
PROD_01879,beauty_perfumery,617,60,25,14
PROD_01880,clothing_accessories,2554,69,32,40
PROD_01881,home_decor,4333,37,50,21
PROD_01882,garden_tools,3907,23,16,33
PROD_01883,health_wellness,2689,41,17,11
PROD_01884,beauty_perfumery,2372,17,56,27
PROD_01885,clothing_accessories,2408,36,44,20
PROD_01886,clothing_accessories,1202,59,21,30
PROD_01887,baby_products,4892,68,22,14
PROD_01888,clothing_accessories,910,66,57,35
PROD_01889,kitchen_utilities,3863,12,14,21
PROD_01890,home_decor,4668,36,32,45
PROD_01891,pet_supplies,176,43,17,41
PROD_01892,home_decor,2409,35,38,19
PROD_01893,home_decor,1125,49,53,35
PROD_01894,furniture,2164,41,10,49
PROD_01895,stationery,4539,50,16,9
PROD_01896,stationery,2841,11,33,17
PROD_01897,books,4099,16,17,41
PROD_01898,toys_games,3328,28,30,24
PROD_01899,beauty_perfumery,4369,42,8,33
PROD_01900,toys_games,3658,11,19,14
PROD_01901,health_wellness,945,76,20,27
PROD_01902,sports_leisure,792,24,57,39
PROD_01903,furniture,4148,30,23,2
PROD_01904,beauty_perfumery,1432,68,51,3
PROD_01905,beauty_perfumery,3137,48,30,40
PROD_01906,automotive,4432,29,36,14
PROD_01907,home_decor,1374,10,10,28
PROD_01908,clothing_accessories,1344,18,56,5
PROD_01909,sports_leisure,437,60,10,42
PROD_01910,clothing_accessories,3394,47,9,21
PROD_01911,sports_leisure,436,24,6,4
PROD_01912,garden_tools,1967,50,56,24
PROD_01913,furniture,4105,56,6,3
PROD_01914,health_wellness,594,35,41,17
PROD_01915,electronics,4742,63,7,11
PROD_01916,garden_tools,3986,79,10,29
PROD_01917,furniture,260,48,35,45
PROD_01918,electronics,2136,26,47,19
PROD_01919,furniture,1841,79,9,3
PROD_01920,baby_products,1607,18,54,15
PROD_01921,electronics,3660,55,50,45
PROD_01922,beauty_perfumery,1475,15,14,21
PROD_01923,garden_tools,1653,77,31,41
PROD_01924,electronics,2381,25,28,24
PROD_01925,furniture,1968,38,26,8
PROD_01926,sports_leisure,1701,50,29,46
PROD_01927,home_decor,3927,77,7,48
PROD_01928,furniture,3580,71,20,15
PROD_01929,electronics,1399,49,34,38
PROD_01930,toys_games,810,71,52,9
PROD_01931,electronics,4267,33,47,6
PROD_01932,clothing_accessories,2146,15,8,24
PROD_01933,sports_leisure,2981,49,47,42
PROD_01934,home_decor,1917,79,44,11
